name,year,song_name,performed_by
The Simpsons,1989,'The Itchy & Scratchy Show' Theme,Cast (various episodes)
House,2004,Teardrop,
House,2004,House,
House,2004,House End Credits,
House,2004,House End Credits,
Stranger Things,2016,Stranger Things,
Downton Abbey,2010,O Mio Babbino Caro,Kiri Te Kanawa
Fleabag,2016,Boys Wanna Be Her,Peaches
Fleabag,2016,Fire,Beth Ditto
Mad Men,2007,A Beautiful Mine,RJD2
Mad Men,2007,The Best Things in Life are Free,Robert Morse
The Boys,2019,Get Loud For Me,Gizzle
The Boys,2019,Wannabe,Spice Girls
The Boys,2019,Who R U?,Anderson .Paak
One Piece,1999,Memories,
One Piece,1999,RUN! RUN! RUN!,
One Piece,1999,Watashi ga iru yo!,
One Piece,1999,Fight Together,
One Piece,1999,We Go!,
Top Gear,2002,Jessica,
Peep Show,2003,Flagpole Sitta,Harvey Danger
The Grand Tour,2016,Pumpin' Irony,Blues Saraceno
The Grand Tour,2016,Come with Me Now,Kongos
The Grand Tour,2016,Live and Let Die,Paul McCartney and Wings
The Grand Tour,2016,With A Little Help From My Friends,Joe Cocker
The Adventures of Sherlock Holmes,1984,221b Baker Street,
Aspirants,2021,Phod De Ya Chhod De,Noxious D
Aspirants,2021,Beparwah,Arnab Dutta
Aspirants,2021,Mohbhang,Parul Mishra
Aspirants,2021,Dhaaga,Nilotpal Bora
Aspirants,2021,Bairagi,Rohit Sharma
Aspirants,2021,De Mauka Zindagi,Nilotpal Bora
Aspirants,2021,Phod De Ya Chhod De,Achint Marwah (Noxious D)
Aspirants,2021,Guiding Light,
Aspirants,2021,Positive Shift,
Aspirants,2021,Triumph,
Aspirants,2021,Aspirants Theme - Extended,
Dexter,2006,Main Theme,Rolfe Kent
Dexter,2006,Conoci La Paz,
Dexter,2006,Blood Theme for Piano,Sonya Belousova
Dexter,2006,I Enjoy Killing / The Hitman,Sonya Belousova
Dexter,2006,Argentina,Sonya Belousova
Dexter,2006,No Mistakes / Dex Kisses Hannah,Sonya Belousova
The Jinx: The Life and Deaths of Robert Durst,2015,Fresh Blood,Eels
Berserk,1997,Forces,
Father Ted,1995,Songs of Love,The Divine Comedy
Demon Slayer: Kimetsu no Yaiba,2019,Gurenge,
Demon Slayer: Kimetsu no Yaiba,2019,From the Edge,FictionJunction fet. Risa Oribe (as LiSA)
Daredevil,2015,Main Title,
Daredevil,2015,Fogwell's Gym,
Daredevil,2015,Battlin' Jack Murdock,
Daredevil,2015,Hallway Fight,
Daredevil,2015,Union Allied,
Daredevil,2015,Passenger Side,
Daredevil,2015,A World On Fire,
Daredevil,2015,Ben Urich,
Daredevil,2015,Stick,
Daredevil,2015,Wilson Fisk,
Daredevil,2015,Worthy Opponents,
Daredevil,2015,Avocados at Law,
Daredevil,2015,Man of Ill Intent,
Daredevil,2015,The Suit,
Daredevil,2015,Daredevil,
Code Geass,2006,O2,ORANGE RANGE
Code Geass,2006,COLORS,Flow
Code Geass,2006,Shiawase Neiro,ORANGE RANGE
Code Geass,2006,Yûkyô Seishunka,Ali Project
Code Geass,2006,WORLD END,Flow
Code Geass,2006,Kaidoku Funô,Jinn
Code Geass,2006,Waga Rôtashi Aku no Hana,Ali Project
Code Geass,2006,Mozaiku Kakera,SunSet Swish
Code Geass,2006,Hitomi no Tsubasa,access
The Bridge,2011,Hollow Talk,Choir of Young Believers Sony/ATV Music Publishing Scandinavia Theme song
Naruto: Shippûden,2007,Hero's Come Back,"nobodyknows+ (Opening theme, episodes 1-30)"
Naruto: Shippûden,2007,Nagareboshi 'Shooting Star',"Home Made Kazoku (Ending theme, episodes 1-18)"
Naruto: Shippûden,2007,Michi ' to you all,"Alüto (Ending theme, episodes 19-30)"
Naruto: Shippûden,2007,Distance,"Long Shot Party (Opening theme, episodes 31-53)"
Naruto: Shippûden,2007,Kimi Monogatari,"Little by Little (Ending theme, episodes 31-41)"
Naruto: Shippûden,2007,Mezamero! Yasei,
Naruto: Shippûden,2007,Sunao na Niji,"Surface (Ending theme, episodes 54-63)"
Naruto: Shippûden,2007,Broken Youth,"Nico Touches the Walls (Ending theme, episodes 64-77)"
Naruto: Shippûden,2007,Closer,"Joe Inoue (Opening theme, episodes 78-102)"
Naruto: Shippûden,2007,Long Kiss Good Bye,"Halcali (Ending theme, episodes 78-90)"
Naruto: Shippûden,2007,Bacchikoi!!!,"Dev Parade (Ending theme, episodes 91-102)"
Naruto: Shippûden,2007,Shinkokyu,"Super Beaver (Ending theme, episodes 103-115)"
Naruto: Shippûden,2007,My Answer,"Seamo (Ending theme, episodes 116-128)"
Naruto: Shippûden,2007,Sign,"Flow (Opening theme, episodes 129-153)"
Naruto: Shippûden,2007,Omae dattanda,"Kishidan (Ending theme, episodes 129-141)"
Naruto: Shippûden,2007,For You,"AZU (Ending theme, episodes 142-153)"
Naruto: Shippûden,2007,Tomei Datta Sekai,"Motohiro Hata (Opening theme, episodes 154-179)"
Naruto: Shippûden,2007,Jitensha,"OreSkaBand (Ending theme, episodes 154-166)"
Naruto: Shippûden,2007,Utakata Hanabi,"Supercell (Ending theme, episodes 167-179)"
Naruto: Shippûden,2007,Diver,"NICO Touches the Walls (Opening theme, episodes 180-205)"
Naruto: Shippûden,2007,U Can Do It!,"DOMINO (Ending theme, episodes 180-192)"
Naruto: Shippûden,2007,Midnight Orchestra,
Naruto: Shippûden,2007,Lovers,"7!! (Opening theme, episodes 206-230)"
Naruto: Shippûden,2007,Freedom,"Home Made Kazoku (Ending theme, episodes 206-218)"
Naruto: Shippûden,2007,Yokubo o Sakabee,
Naruto: Shippûden,2007,Newsong,"tacica (Opening theme, episodes 231-256)"
Naruto: Shippûden,2007,Place to Try,"Totalfat (Ending theme, episodes 231-242)"
Naruto: Shippûden,2007,By My Side,"Hemenway (Ending theme, episodes 243-256)"
Naruto: Shippûden,2007,Assault Rock,"The Cro-Magnons (Opening theme, episodes 257-281)"
Naruto: Shippûden,2007,Cascade,"Unlimits (Ending theme, episodes 257-268)"
Naruto: Shippûden,2007,Kono Koe Karashite,"Aisha feat. CHENON (Ending theme, episodes 269-281)"
Naruto: Shippûden,2007,Moshimo,"Daisuke (Opening theme, episodes 282-306)"
Naruto: Shippûden,2007,Mother,"MUCC (Ending theme, episodes 282-295)"
Naruto: Shippûden,2007,Sayonara Memories,"7!! (Ending theme, episodes 296-306)"
Naruto: Shippûden,2007,Niwaka Ame Ni Mo Makezu,"NICO Touches the Walls (Opening theme, episodes 307-)"
Naruto: Shippûden,2007,I Can Hear,"DISH// (Ending theme, episodes 307-)"
Naruto: Shippûden,2007,Size of the Moon,"Nogizaka46 (Opening theme, episodes 333-356)"
Naruto: Shippûden,2007,Crimson Lotus,
Naruto: Shippûden,2007,Silhouette,"Kana-Boon (Opening theme, episodes 380-405)"
Monster,2004,For the Love of Life,David Sylvian
Adventure Time,2010,Adventure Time,Pendleton Ward
Adventure Time,2010,Island Song,Ashley Eriksson
Mystery Science Theater 3000,1988,The Love Theme from Mystery Science Theatre 3000,Joel and the Joels
Mystery Science Theater 3000,1988,My White Goddess,The Kevins
Mystery Science Theater 3000,1988,My Creepy Girl,Kevin Murphy
Mystery Science Theater 3000,1988,If Chauffeurs Ruled the World,Frank Conniff
Mystery Science Theater 3000,1988,Klack Holiday Serenade,
Mystery Science Theater 3000,1988,O Sweet Mother O Mine,
Mystery Science Theater 3000,1988,Rex Dart Action Theme,
Mystery Science Theater 3000,1988,Godzilla Geneology Bop,"Joel Hodgson, Trace Beaulieu and Kevin Murphy"
Mystery Science Theater 3000,1988,Jupiter,
Mystery Science Theater 3000,1988,"Tibby, Oh Tibby",Kevin Murphy and Trace Beaulieu
Mystery Science Theater 3000,1988,A Clown in the Sky,"Joel Hodgson, Trace Beaulieu and Kevin Murphy"
Mystery Science Theater 3000,1988,Baby Music,
Mystery Science Theater 3000,1988,"Opus 4, Number 23, Plate Spinning Song",
Mystery Science Theater 3000,1988,Waldstein Sonata,Michael J. Nelson
Mystery Science Theater 3000,1988,Gamera (in it's [sic] many forms),Michael J. Nelson
Mystery Science Theater 3000,1988,A Danger to Ourselves and Others,"Joel Hodgson, Trace Beaulieu and Kevin Murphy"
Mystery Science Theater 3000,1988,Ode to Pants,"Joel Hodgson, Trace Beaulieu and Kevin Murphy"
Mystery Science Theater 3000,1988,Ode on Estelle,"Joel Hodgson, Trace Beaulieu and Kevin Murphy"
Mystery Science Theater 3000,1988,The Gypsy Moons,"Trace Beaulieu, Kevin Murphy, and Jim Mallon"
Mystery Science Theater 3000,1988,Gypsy Rose Me,Jim Mallon
Mystery Science Theater 3000,1988,Hired! Original Broadway Cast,"Joel Hodgson, Trace Beaulieu, Kevin Murphy and Jim Mallon"
Mystery Science Theater 3000,1988,The Train Song,"Joel Hodgson, Trace Beaulieu and Kevin Murphy"
Mystery Science Theater 3000,1988,The Janitor Song,"Michael J. Nelson, Trace Beaulieu and Kevin Murphy"
Mystery Science Theater 3000,1988,Whispering Christmas Warrior,
Mystery Science Theater 3000,1988,Merry Christmas - If That's O.K.,"Michael J. Nelson, Trace Beaulieu and Kevin Murphy"
Mystery Science Theater 3000,1988,Forrester's Theme Song,
Mystery Science Theater 3000,1988,Supercalafragalisticexpialawacky!,
Mystery Science Theater 3000,1988,The Bouncy Upbeat Song,"Michael J. Nelson, Trace Beaulieu and Kevin Murphy and Jim Mallon"
Mystery Science Theater 3000,1988,Speed of Sound,Ripcoard
Mystery Science Theater 3000,1988,Who Will I Kill?,Trace Beaulieu
Mystery Science Theater 3000,1988,When I held Your Brain in my Arms,Kevin Murphy
Mystery Science Theater 3000,1988,The Gods Jam,Lisa Fuglie
Mystery Science Theater 3000,1988,Please Stay,"Mary Jo Pehl, Bill Corbett and Kevin Murphy"
Mystery Science Theater 3000,1988,Air On A Delta Knight,Kevin Murphy
Mystery Science Theater 3000,1988,"Oh, I Am Sad",
Mystery Science Theater 3000,1988,Bobo Creek,
Mystery Science Theater 3000,1988,Alas Poor Who?,
Mystery Science Theater 3000,1988,Those Little Audition Numbers,
Making a Murderer,2015,Weak of Heart,Gustavo Santaolalla and Kevin Kiner
Making a Murderer,2015,The Last of Us,Gustavo Santaolalla
Westworld,2016,Main Title Theme,
Westworld,2016,Reverie,
Behzat Ç.: Bir Ankara Polisiyesi,2010,Delilik,Pilli Bebek
Behzat Ç.: Bir Ankara Polisiyesi,2010,Kirmizi,Pilli Bebek
Behzat Ç.: Bir Ankara Polisiyesi,2010,Uzun Geceler,Pilli Bebek
Behzat Ç.: Bir Ankara Polisiyesi,2010,Eylul Aksami,Pilli Bebek
Behzat Ç.: Bir Ankara Polisiyesi,2010,Olsun,Pilli Bebek
Behzat Ç.: Bir Ankara Polisiyesi,2010,Haram Geceler,Pilli Bebek
Mr. Bean,1990,Ecce homo,
Justified,2010,Long Hard Times To Come,Gangstagrass featuring T.O.N.E-z
Boardwalk Empire,2010,Straight Up and Down,
The Eric Andre Show,2012,Happy Happening,
The Eric Andre Show,2012,Oregon Spirit,
The Bugs Bunny Show,1960,The Bugs Bunny Overture (This Is It!),Mel Blanc
Panchayat,2020,Pasa Phenk,Vivek Hariharan
Panchayat,2020,Paheli,Raghav Chaitanya
Panchayat,2020,Hiya Tho,Shankuraj Konwar
Panchayat,2020,I'm Happy,Vinnie Hutton
The Newsroom,2012,The Newsroom Main Theme,
Crash Landing on You,2019,But It's Destiny,10cm
Crash Landing on You,2019,Flower,Mi-rae Yoon
Crash Landing on You,2019,Sunset,DAVICHI
Crash Landing on You,2019,Here I Am Again,Yerin Baek
Crash Landing on You,2019,Someday,Jae-Hwan Kim
Crash Landing on You,2019,Photo of My Mind,Song Ga In
Crash Landing on You,2019,The Hill of Yearning,April 2nd
Crash Landing on You,2019,All of My Days,Se-Jeong Kim (gugudan)
Crash Landing on You,2019,Like You,"So Soo Bin, Sohee (Nature)"
Crash Landing on You,2019,Let Us Go,CRUSH
Crash Landing on You,2019,Give You My Heart,Ji-eun Lee
Justice League,2001,Justice League Theme,
Jujutsu Kaisen,2020,Kaikai Kitan,
Jujutsu Kaisen,2020,Lost in Paradise feat. Aklo,
Jujutsu Kaisen,2020,VIVID VICE,
Jujutsu Kaisen,2020,give it back,
The Family Man,2019,Dega Jaan,Shreya Ghoshal and Mellow D.
Mahabharat,1988,Ath Shree Mahabharat Katha,Mahendra Kapoor.
Mahabharat,1988,Bharat Ki Yeh Kahani,Mahendra Kapoor
Coupling,2000,"Perhaps, Perhaps, Perhaps",Mari Wilson
Shameless,2011,Trouble Comes Running,Spoon
Mr. Robot,2015,Silent Night (Dark Piano Version),
The Office (UK),2001,Handbags and Gladrags,Fin
Louie,2010,Brother Louie,Ian Lloyd
Fullmetal Alchemist,2003,Merissa,PornoGraffitti
Fullmetal Alchemist,2003,Kesenai Tsumi,Nana Kitade
Fullmetal Alchemist,2003,Ready Steady Go,L'Arc-en-Ciel
Fullmetal Alchemist,2003,Tobira no Mukou he,YeLLOW Generation
Fullmetal Alchemist,2003,UNDO,COOL JOKE
Fullmetal Alchemist,2003,Motherland,Crystal Kay
Fullmetal Alchemist,2003,Riraito,Asian Kung-Fu Generation
Fullmetal Alchemist,2003,I Will,Sowelu
What We Do in the Shadows,2019,You're Dead,Norma Tanega [theme song; played during the show's opening credits]
Samurai Champloo,2004,Battlecry,Nujabes featuring Shing02
Samurai Champloo,2004,Shiki No Uta,Minmi
Samurai Champloo,2004,Who's Theme,Nujabes featuring Minmi
Samurai Champloo,2004,You,Tsutchie featuring Kazami
Samurai Champloo,2004,Fly (Small Circle Of Friends),Tsutchie featuring Azuma Riki
Samurai Champloo,2004,San Francisco,Midicronica
Samurai Champloo,2004,Obokuri Eeumi,Ikue Asazaki
Samurai Champloo,2004,Pekambe Uk,Umeko Ando
Samurai Champloo,2004,Hiji Zuru STYLE,Force of Nature featuring Suiken & S-Word
The Venture Bros.,2003,No Vacancy,
The Venture Bros.,2003,Tuff,
The Venture Bros.,2003,Tuff,
Doctor Who,2005,Doctor Who Theme,BBC National Orchestra of Wales
Samurai Jack,2001,Never Forget You,Zara Larsson and MNEK
North & South,2004,Factory,
North & South,2004,I've Seen Hell,
North & South,2004,Thornton's Walk,
North & South,2004,Milton,
North & South,2004,Boucher,
North & South,2004,Horseman,
North & South,2004,Watching,
North & South,2004,Beginning,
North & South,2004,She'll Take You From Me,
North & South,2004,Look Back,
North & South,2004,Opening,
North & South,2004,Irishmen,
North & South,2004,Come Up Smiling,
North & South,2004,Northbound Train,
Silicon Valley,2014,Stretch Your Face,
Rurouni Kenshin: Trust and Betrayal,1999,Quiet Life,
Hannibal,2013,"Nocturne for piano in C sharp minor (doubtful), KK Anh.Ia/6",
Community,2009,At Least It was Here,The 88
Community,2009,Greendale is Where I Belong,Ludwig Göransson
The Angry Video Game Nerd,2004,The Angry Video Game Nerd Theme,Kyle Justin
The Angry Video Game Nerd,2004,The Angry Video Game Nerd - Christmas Theme,Kyle Justin
The Angry Video Game Nerd,2004,Angry Video Game Nerd - 80's Hair Metal Version,ClockWise
The Angry Video Game Nerd,2004,Angry Video Game Nerd - Metal Version,Julio
Alfred Hitchcock Presents,1955,Funeral March of a Marionette (Marche funèbre d'une marionnette),
Big Little Lies,2017,Cold Little Heart,Michael Kiwanuka
Big Little Lies,2017,September Song,Agnes Obel
John Adams,2008,Chester,
Erased,2016,Re:Re:,Asian Kung-Fu Generation
Erased,2016,Sore wa Chiisana Hikari no Youna,Sayuri
X-Men: The Animated Series,1992,X-Men Main Theme,
It's Okay to Not Be Okay,2020,You're Cold,Heize
It's Okay to Not Be Okay,2020,Breath,Sam Kim
It's Okay to Not Be Okay,2020,My Tale,Park Won
It's Okay to Not Be Okay,2020,In Your Time,Su-Hyun Lee (AKMU)
It's Okay to Not Be Okay,2020,Wake Up,ELAINE
It's Okay to Not Be Okay,2020,Got You,GAEUN
It's Okay to Not Be Okay,2020,Your Day,Kim Ki Won Feat. Kim Bom
It's Okay to Not Be Okay,2020,In Silence,Janet Suhh
It's Okay to Not Be Okay,2020,I'm Your Psycho,Janet Suhh
It's Okay to Not Be Okay,2020,Lighting Up Your World,Janet Suhh
It's Okay to Not Be Okay,2020,Hallelujah,Kim Feel
It's Okay to Not Be Okay,2020,Little By Little (lit: Thanks For You),CHEEZE
It's Okay to Not Be Okay,2020,Puzzle,YONGZOO
It's Okay to Not Be Okay,2020,Sketch Book (It's Okay to Not Be Okay Opening Title),Janet Suhh
I Love Lucy,1951,Jingle Bells,"Lucille Ball, Desi Arnaz, Vivian Vance and William Frawley"
Southland,2009,Canção do Mar (Song of the Sea),Dulce Pontes
Your Lie in April,2014,Moonlight Sonata,
Your Lie in April,2014,Violin sonata nº9,
Your Lie in April,2014,Introducction and Rondo Capriccioso,
Your Lie in April,2014,Etude Op.10 nº4,
Your Lie in April,2014,Etude Op.25 nº11,
Your Lie in April,2014,Etude Op.25 nº5,
Your Lie in April,2014,Liebesleid,
Your Lie in April,2014,Clair de Lune,
Your Lie in April,2014,Sleeping Beauty Waltz for Piano 4 Hands,
Your Lie in April,2014,Etude Op.10 nº12,
Your Lie in April,2014,"Ballade nº1 in G minor, Op.23",
Flames,2018,Lamha,
Flames,2018,Lamha (acoustic),
Flames,2018,Thame Dil Ko,Abhijeet
Flames,2018,Kuch to Dil,
Flames,2018,Khamoshiyan,Kumar Sanu and Alka Yagnik
Modern Family,2009,Circle Of Life,Elton John
Modern Family,2009,Modern Family Main Theme,
Modern Family,2009,We're All In This Together,Ty Burrell
Luther,2010,Paradise Circus,Massive Attack
